strdrink,num_ingredients,total_ounces,cost,ounces_alcohol,weighted_abv,oz_alc_per_dollar
Godmother,2,2.25,1.391844835566371,0.7125000000000001,0.3166666666666667,0.5119105102761464
Golden dream,4,7.0,2.2644696769067796,1.16,0.1657142857142857,0.5122612202891305
Grand Blue,4,2.54,2.0090000000000003,0.2805,0.11043307086614174,0.13962170233947235
Grape lemon pineapple Smoothie,3,8.75,0.99,0.0,0.0,0.0
Grass Skirt,5,4.58,2.75071186440678,0.9,0.19650655021834063,0.3271880314494861
Grasshopper,3,2.25,2.0617578125,0.22499999999999998,0.09999999999999999,0.10913017942062485
Green Goblin,3,17.5,1.2027118644067796,0.625,0.03571428571428571,0.5196589627959414
Greyhound,2,4.5,0.4945566999731507,0.6000000000000001,0.13333333333333336,1.2132077070891443
Grim Reaper,3,2.02,2.0300000000000002,0.55,0.2722772277227723,0.270935960591133
Grizzly Bear,4,5.5,2.9687578125,0.65,0.11818181818181818,0.21894679224528357
H.D.,3,5.0600000000000005,1.927,1.0007000000000001,0.19776679841897235,0.5193046185781007
Halloween Punch,6,52.16,3.4606752983559,2.704,0.05184049079754602,0.7813503917240135
Happy Skipper,4,3.51,0.8826875,0.20400000000000001,0.05811965811965813,0.23111236989308223
Harvey Wallbanger,3,5.5,1.5945566999731509,0.615,0.11181818181818182,0.38568713173407715
Havana Cocktail,3,2.17,0.7054237288135593,0.4,0.18433179723502305,0.5670350792888035
Hawaiian Cocktail,3,3.0,1.8907118644067797,1.075,0.35833333333333334,0.5685689185312679
Hemingway Special,4,26.0,1.7054237288135594,5.250000000000001,0.20192307692307696,3.078413834227788
Herbal flame,2,7.57,0.49671186440677967,0.0,0.0,0.0
Highland Fling Cocktail,4,3.29,5.5775,1.1784999999999999,0.35820668693009117,0.21129538323621694
Holloween Punch,4,23.0,1.1973993644067797,0.0,0.0,0.0
Homemade Kahlua,6,60.5,2.8305510350272876,2.0,0.03305785123966942,0.7065762020364771
Honey Bee,3,3.3899999999999997,1.1327118644067797,0.8119999999999999,0.23952802359882006,0.7168636839742629
Horse's Neck,4,7.11,2.5061875000000002,0.716,0.10070323488045006,0.2856929100476321
Hot Chocolate to Die for,5,23.25,2.3104640119609163,0.0,0.0,0.0
Hot Creamy Bush,3,8.620000000000001,1.927,0.7904000000000001,0.09169373549883991,0.41017125064867677
Hot Toddy,5,6.2,3.1874123989218326,0.676,0.10903225806451614,0.21208426001877334
Hunter's Moon,5,7.08,2.4246875,0.1275,0.018008474576271187,0.05258409588864544
Ice Pick,3,7.67,0.5972685643799304,0.6000000000000001,0.07822685788787485,1.00457321175593
Iced Coffee,4,38.0,1.0917578125,0.0,0.0,0.0
Iced Coffee Fillip,2,0.8300000000000001,1.45,0.0495,0.059638554216867465,0.03413793103448276
Imperial Cocktail,3,3.3800000000000003,1.8757118644067798,0.583,0.17248520710059168,0.3108153288694913
Imperial Fizz,5,3.67,2.0120610584717484,0.8,0.21798365122615806,0.3976022480190717
Ipamena,5,4.68,1.0153993644067798,0.0,0.0,0.0
Irish Coffee,4,10.17,1.6117578125,0.6000000000000001,0.05899705014749263,0.37226436586607214
Irish Cream,5,32.01,3.483515625,5.6,0.17494532958450484,1.6075713741057212
Irish Curdling Cow,4,4.75,2.501556699973151,0.7275,0.1531578947368421,0.29081891288244965
Irish Russian,4,4.02,1.5265323355663711,0.8750000000000001,0.21766169154228862,0.5731945400785495
Irish Spring,6,5.0,1.8417118644067796,0.575,0.11499999999999999,0.3122095323989288
Jack Rose Cocktail,3,2.17,1.254,0.5249999999999999,0.24193548387096772,0.4186602870813396
Jack's Vanilla Coke,4,17.67,1.5013936994609165,0.8,0.045274476513865305,0.5328382557401462
Jackhammer,2,2.0,1.5699999999999998,0.55,0.275,0.3503184713375797
Jam Donut,4,1.1900000000000002,2.967,0.16340000000000002,0.1373109243697479,0.05507246376811595
Jamaica Kiss,4,8.0,1.5797578125,0.8250000000000001,0.10312500000000001,0.5222319481328724
Jamaican Coffee,4,7.66,1.0617578125,0.532,0.06945169712793733,0.5010558846252897
Japanese Fizz,6,4.67,3.0956620200102103,0.7000000000000001,0.1498929336188437,0.2261228762943867
Jello shots,3,41.5,0.9718448355663711,6.4,0.15421686746987953,6.585413397057579
Jelly Bean,2,2.0,1.2727061994609166,0.35,0.175,0.27500455340615954
Jewel Of The Nile,3,2.5,2.7880000000000003,0.9,0.36,0.32281205164992827
Jitterbug,7,7.13,2.9546177584448996,2.1,0.29453015427769985,0.7107518371869838
John Collins,6,8.17,2.413066893992579,0.8,0.09791921664626684,0.33152831444152264
Just a Moonmint,3,18.0,1.1217578125,0.0,0.0,0.0
Kamikaze,3,3.0,1.4945566999731508,0.55,0.18333333333333335,0.36800209721710836
Karsk,2,3.0,0.6966666666666667,1.9,0.6333333333333333,2.727272727272727
Kentucky B And B,2,2.5,2.1,0.875,0.35,0.41666666666666663
Kentucky Colonel,3,3.57,2.43,1.2750000000000001,0.3571428571428572,0.5246913580246914
Kill the cold Smoothie,3,8.8,1.2587061994609166,0.0,0.0,0.0
Kioki Coffee,3,2.5,1.844,0.32499999999999996,0.12999999999999998,0.17624728850325377
Kir,2,6.0,1.3263769773203735,0.75,0.125,0.5654501041741504
Kir Royale,2,6.0,1.3263769773203735,0.75,0.125,0.5654501041741504
Kiss me Quick,5,11.11,1.5520792405921862,0.5745,0.051710171017101715,0.37014862706417173
Kiwi Lemon,3,7.0,1.348,0.15,0.02142857142857143,0.11127596439169138
Kiwi Martini,4,2.2199999999999998,1.5818448355663712,0.6000000000000001,0.27027027027027034,0.37930395352915464
Kiwi Papaya Smoothie,2,3.5,0.66,0.0,0.0,0.0
Kool First Aid,2,2.08,0.6027118644067797,0.8,0.38461538461538464,1.327334083239595
Kool-Aid Shot,5,7.0,3.2825566999731506,1.8,0.2571428571428572,0.5483530566325703
Kool-Aid Slammer,2,1.0,0.4945566999731507,0.2,0.2,0.4044025690297148
Kurant Tea,3,3.35,1.0293917405921862,0.4725,0.14104477611940297,0.4590089286399182
Lady Love Fizz,6,5.0,2.5874198325102102,1.0,0.2,0.38648540427621303
Lassi - A South Indian Drink,5,14.16,2.7478764108827494,0.0,0.0,0.0
Lassi - Mango,4,30.0,0.9717578125000002,0.0,0.0,0.0
Lassi - Sweet,5,27.01,1.6231758763676962,0.0,0.0,0.0
Lassi Khara,4,24.18,1.869170211421833,0.0,0.0,0.0
Lassi Raita,5,24.0,1.8184640119609166,0.0,0.0,0.0
Lazy Coconut Paloma,3,4.55,1.1847729228785282,0.1515,0.0332967032967033,0.12787260501524217
Lemon Drop,3,5.5,1.7218448355663711,1.2375,0.225,0.7187058754878721
Lemon Elderflower Spritzer,4,5.5,1.5766177584448993,0.6495000000000001,0.11809090909090911,0.4119578106494474
Lemon Shot,5,3.5,2.8566798761854066,0.79,0.22571428571428573,0.2765448122436827
Lemouroudji,5,179.76,2.667412398921833,0.0,0.0,0.0
Limeade,4,3.5,1.2720610584717487,0.0,0.0,0.0
Limona Corona,2,26.4,0.6,1.67,0.06325757575757576,2.783333333333333
Loch Lomond,4,3.07,4.92,1.6749999999999998,0.5456026058631922,0.34044715447154467
London Town,3,2.04,3.5355,0.841,0.4122549019607843,0.2378730024041861
Lone Tree Cocktail,2,2.25,1.988,0.8625,0.38333333333333336,0.43385311871227367
Long Island Iced Tea,6,2.09,2.7042196445705313,0.8500000000000001,0.4066985645933015,0.3143235800784933
Long Island Tea,6,2.7,2.7042196445705313,0.8500000000000001,0.3148148148148148,0.3143235800784933
Long vodka,5,9.65,3.1733865022330376,0.7080000000000001,0.0733678756476684,0.22310550558584563
Lord And Lady,2,2.0,1.5,0.675,0.3375,0.45
Lunch Box,3,21.55,1.2027118644067798,1.1775000000000002,0.054640371229698385,0.9790374859075536
Mai Tai,5,4.5,2.475,0.47500000000000003,0.10555555555555557,0.19191919191919193
Malibu Twister,3,5.0,0.7054237288135593,0.8,0.16,1.134070158577607
Mango Mojito,7,15.09,2.468767257932665,2.704,0.1791915175612989,1.0952834826010767
Mango Orange Smoothie,2,3.0,0.66,0.0,0.0,0.0
Manhattan,6,6.34,4.7255,1.1205,0.17673501577287068,0.23711776531583958
Margarita,4,4.0,2.641105372871856,0.675,0.16875,0.25557480853784564
Martinez 2,4,3.21,4.7355,1.0165,0.31666666666666665,0.21465526343575123
Martinez Cocktail,5,3.06,5.0655,0.664,0.2169934640522876,0.13108281512190306
Martini,3,3.0,2.318,0.8845,0.29483333333333334,0.381578947368421
Mary Pickford,5,3.66,2.4627118644067796,0.6120000000000001,0.1672131147540984,0.2485065381968342
Masala Chai,9,24.66,5.138000674211362,0.0,0.0,0.0
Melya,3,2.5,1.8587061994609164,0.0,0.0,0.0
Miami Vice,3,12.2,0.7210501306723688,2.0,0.1639344262295082,2.7737322481795115
Michelada,6,8.56,1.9665799282744758,0.2,0.02336448598130841,0.10169940063177843
Microwave Hot Cocoa,6,21.56,3.277876410882749,0.0,0.0,0.0
Midnight Cowboy,3,3.5,1.6617578125,1.2000000000000002,0.3428571428571429,0.7221268893538
Midnight Manx,5,6.02,2.8127578125,0.32,0.053156146179402,0.1137673491041099
Midnight Mint,3,2.5,1.9687578125,0.2825,0.11299999999999999,0.14349149408137268
Mimosa,2,2.5,0.4290888417271532,0.06,0.024,0.13983118218243598
Mint Julep,4,3.8,2.5587061994609166,1.0,0.2631578947368421,0.39082251811899543
Mississippi Planters Punch,6,4.0,2.936061058471749,0.75,0.1875,0.2554442789382531
Mocha-Berry,4,10.0,2.3904640119609164,0.3,0.03,0.12549864733328808
Mojito,5,7.83,2.320767257932665,1.0,0.1277139208173691,0.4308919804783863
Mojito Extra,5,9.73,3.2492730934534952,1.6960000000000002,0.17430626927029805,0.5219628979223176
Monkey Gland,4,2.84,2.4207118644067798,1.0255,0.3610915492957747,0.4236357143857389
Monkey Wrench,3,4.52,2.3502118644067798,0.6080000000000001,0.1345132743362832,0.2587000811322456
Moranguito,3,1.0,3.23968730900416,0.4,0.4,0.123468706034767
Moscow Mule,3,12.0,0.5292441999731508,0.8,0.06666666666666667,1.5115895460745439
Mother's Milk,3,3.0,0.8497578125,0.0,0.0,0.0
Mountain Bramble,6,4.88,2.711479122339445,1.0,0.20491803278688525,0.3688023970980116
Mudslinger,3,84.53,0.7073993644067796,10.144,0.12000473204779369,14.33984890346444
Mulled Wine,7,74.36,3.3647055779469572,4.2504,0.05715976331360947,1.2632308835156587
Munich Mule,5,5.89,1.5853993644067796,0.845,0.1434634974533107,0.5329887339245779
National Aquarium,6,4.2,2.8250574009025553,0.725,0.17261904761904762,0.2566319536616762
Negroni,3,3.0,2.973,0.83,0.27666666666666667,0.2791792801883619
New York Lemonade,4,6.0,1.519746770177985,0.85,0.14166666666666666,0.5593037055117099
New York Sour,6,5.17,2.3932931790251244,0.8700000000000001,0.16827852998065768,0.3635158482147945
Nuked Hot Chocolate,4,12.58,2.349170211421833,0.0,0.0,0.0
Nutty Irishman,3,3.0,1.7717578125,0.41000000000000003,0.1366666666666667,0.2314086028617413
Oatmeal Cookie,5,9.5,3.6020000000000003,0.99,0.10421052631578948,0.27484730705163796
Old Fashioned,4,1.66,3.4275,0.6240000000000001,0.37590361445783144,0.18205689277899345
Old Pal,3,4.0,2.755,1.1300000000000001,0.28250000000000003,0.41016333938294014
Orange Crush,3,3.0,1.4945566999731508,0.55,0.18333333333333335,0.36800209721710836
Orange Oasis,4,7.0,1.3193993644067796,0.925,0.13214285714285715,0.701076584507749
Orange Push-up,4,6.2,1.243236929742964,0.6000000000000001,0.09677419354838711,0.482611146472337
Orange Rosemary Collins,7,5.45,2.8141909867462243,0.75,0.13761467889908258,0.26650643241067024
Orange Scented Hot Chocolate,5,21.49,2.2504640119609167,0.0,0.0,0.0
Orange Whip,5,10.5,1.0743145124731508,0.8,0.0761904761904762,0.7446608890708749
Orangeade,4,8.61,0.8174847872853079,0.0,0.0,0.0
Oreo Mudslide,5,9.33,2.890602648066371,0.72,0.07717041800643086,0.24908300713058368
Orgasm,5,3.0,3.453602648066371,0.425,0.14166666666666666,0.12305990101031229
Owen's Grandmother's Revenge,4,44.0,0.7226874999999999,5.4,0.12272727272727274,7.47210931419182
Paloma,2,4.5,0.69437480900416,0.6000000000000001,0.13333333333333336,0.8640866463178468
Paradise,3,14.0,1.2847118644067796,4.9,0.35000000000000003,3.8140848043484
Passion Fruit Martini,3,10.25,1.0245566999731508,0.6000000000000001,0.05853658536585367,0.5856191268045229
Pegu Club,5,3.04,5.38571186440678,0.8785,0.2889802631578947,0.16311678420931716
Penicillin,5,3.66,5.762711864406779,1.575,0.430327868852459,0.27330882352941177
Pina Colada,3,6.0,0.8917578125000001,1.2000000000000002,0.20000000000000004,1.3456568399842306
Pineapple Gingerale Smoothie,2,0.64,1.2087061994609165,0.0,0.0,0.0
Pineapple Paloma,6,17.22,2.1765291016854156,1.6,0.09291521486643439,0.7351153718831626
Pink Gin,2,2.06,2.5355,1.024,0.4970873786407767,0.4038651153618616
Pink Lady,4,2.84,2.1753587740384615,0.75,0.26408450704225356,0.34477071504286017
Pink Moon,5,4.91,3.2207118644067796,1.1025,0.22454175152749492,0.3423156266116555
Pink Panty Pulldowns,3,65.81,0.46121983556637103,6.4,0.09724965810667072,13.876246220288632
Pink Penocha,5,451.14,1.9002685643799304,47.760000000000005,0.1058651416411757,25.133289522991394
Pisco Sour,5,5.75,2.936312825945241,0.86,0.14956521739130435,0.2928843249946142
Planter's Punch,4,4.5,1.2354237288135592,0.4,0.08888888888888889,0.3237755522019482
Planter’s Punch,6,4.4,3.5129237288135595,0.6120000000000001,0.1390909090909091,0.1742138592364755
Popped cherry,4,12.0,1.5972685643799305,1.1,0.09166666666666667,0.6886756707861629
Poppy Cocktail,2,2.25,1.788,0.8625,0.38333333333333336,0.4823825503355705
Pornstar Martini,5,4.2,2.3560919615019063,0.7355,0.17511904761904762,0.31216947895834707
Port And Starboard,2,1.0,1.53,0.075,0.075,0.049019607843137254
Port Wine Cocktail,2,2.58,1.182,0.528,0.20465116279069767,0.44670050761421326
Port Wine Flip,5,3.5,3.054064973499378,0.30000000000000004,0.08571428571428573,0.09822973728560105
Porto flip,3,14.0,1.9776009615384615,2.8499999999999996,0.20357142857142854,1.4411400759953419
Pure Passion,6,3.62,4.7589180638676964,0.65,0.17955801104972377,0.1365856674304092
Pysch Vitamin Light,4,4.0,0.32613559322033897,0.0,0.0,0.0
Quaker's Cocktail,4,2.08,1.754,0.5625,0.2704326923076923,0.32069555302166475
Quarter Deck Cocktail,3,2.33,1.072,0.6627000000000001,0.2844206008583691,0.6181902985074628
Queen Bee,3,3.0,1.0326798761854066,0.9699999999999999,0.3233333333333333,0.9393036722890945
Queen Charlotte,3,4.0,0.8679806790251243,0.28,0.07,0.3225878257042346
Queen Elizabeth,3,2.25,2.988,0.8624999999999999,0.3833333333333333,0.28865461847389556
Quentin,4,3.02,2.4404640119609162,0.675,0.22350993377483444,0.2765867460826175
Quick F**K,3,3.0,2.907,0.47,0.15666666666666665,0.1616787065703474
Quick-sand,2,9.299999999999999,1.1027118644067797,0.1275,0.01370967741935484,0.11562403934829388
Radioactive Long Island Iced Tea,8,8.0,5.839532144570532,2.55,0.31875,0.43667881893088534
Radler,2,24.0,0.13468750000000002,0.6000000000000001,0.025000000000000005,4.454756380510441
Rail Splitter,3,2.33,0.6673993644067797,0.0,0.0,0.0
Ramos Gin Fizz,7,7.25,3.2388378963779063,0.76,0.10482758620689656,0.23465206481927725
Raspberry Cooler,3,7.0,0.4493673761854065,0.7,0.09999999999999999,1.5577454819754957
Raspberry Julep,3,10.5,2.5087061994609163,0.8,0.0761904761904762,0.3188894738538567
Red Snapper,3,4.5,1.6727118644067795,0.8250000000000001,0.18333333333333335,0.4932110649508563
Rose,6,3.25,3.5447118644067794,0.75,0.23076923076923078,0.21158278266025304
Rosemary Blue,4,5.63,3.352747866127583,0.9215,0.16367673179396092,0.2748491794774686
Royal Bitch,2,2.0,1.373,0.64,0.32,0.46613255644573925
Royal Fizz,4,4.5,1.7332884615384616,0.5,0.1111111111111111,0.28846900622427357
Royal Flush,4,4.0,2.0667118644067797,0.675,0.16875,0.3266057603988978
Royal Gin Fizz,5,4.17,2.5256620200102105,1.0,0.23980815347721823,0.39593579508154353
Ruby Tuesday,3,7.4,1.4207118644067798,1.0,0.13513513513513511,0.7038724917086207
Rum Cobbler,6,8.17,2.040355029585799,0.8,0.09791921664626684,0.3920886259497709
Rum Cooler,3,7.0,0.8646875,0.8,0.1142857142857143,0.9251897361763642
Rum Milk Punch,4,11.17,1.9704640119609165,0.8,0.07162041181736796,0.4059957427001553
Rum Old-fashioned,6,2.0100000000000002,3.6575,0.676,0.33631840796019896,0.1848257006151743
Rum Punch,5,38.83,0.7581112288135593,4.800000000000001,0.12361576100952874,6.331524738806441
Rum Runner,5,13.0,1.202135593220339,0.9500000000000001,0.07307692307692308,0.7902602712686462
Rum Screwdriver,2,6.5,0.6027118644067797,0.6000000000000001,0.09230769230769233,0.9955005624296963
Rum Sour,5,5.08,1.7927118644067797,0.8,0.15748031496062992,0.4462512999905455
Rum Toddy,4,2.73,1.4100000000000001,0.8,0.29304029304029305,0.5673758865248226
Russian Spring Punch,4,2.55,2.0245566999731506,0.41650000000000004,0.16333333333333336,0.20572404813632714
Rusty Nail,3,2.07,3.7199999999999998,1.2499999999999998,0.6038647342995168,0.33602150537634407
Salted Toffee Martini,5,3.46,3.848,1.073,0.31011560693641615,0.27884615384615385
Salty Dog,3,6.54,1.7694180638676962,0.75,0.1146788990825688,0.4238681718669734
San Francisco,4,3.3600000000000003,2.0245566999731506,0.374,0.1113095238095238,0.1847317983264978
Sangria,6,47.4,2.7961293067605166,3.556,0.0750210970464135,1.2717580661961014
Sangria The  Best,7,70.72,2.299354237496873,8.325800000000001,0.11772907239819005,3.620929678527328
Sazerac,6,2.53,4.9375,0.8925000000000001,0.3527667984189724,0.1807594936708861
Scooter,3,3.0,1.4557578125000001,0.5,0.16666666666666666,0.3434637243274282
Scotch Cobbler,5,3.66,4.9027061994609165,1.44,0.39344262295081966,0.29371533626843416
Scotch Sour,5,3.33,3.82,1.0499999999999998,0.31531531531531526,0.27486910994764396
Scottish Highland Liqueur,5,19.59,6.038706199460917,3.5,0.17866258295048495,0.5795943509078898
Screaming Orgasm,3,3.0,2.298844835566371,0.73,0.24333333333333332,0.3175507927746452
Screwdriver,2,3.0,0.4945566999731507,0.8,0.26666666666666666,1.617610276118859
Sea breeze,3,6.5,0.5972685643799304,0.6000000000000001,0.09230769230769233,1.00457321175593
Sex on the Beach,4,3.75,0.9912685643799304,0.4,0.10666666666666667,0.4035233380473561
Shanghai Cocktail,4,1.5,2.36,0.42550000000000004,0.2836666666666667,0.18029661016949156
Shark Attack,3,66.0,0.4765323355663711,4.800000000000001,0.07272727272727274,10.072768712106548
Sherry Eggnog,5,4.67,2.508064973499378,0.38,0.08137044967880086,0.15151122638972345
Sherry Flip,5,3.5,2.508064973499378,0.28500000000000003,0.08142857142857143,0.11363341979229259
Shot-gun,3,3.0,2.77,1.2000000000000002,0.4000000000000001,0.43321299638989175
Sidecar,3,3.5,3.366108090821874,0.875,0.25,0.2599441183679751
Sidecar Cocktail,3,1.75,1.7240000000000002,0.425,0.24285714285714285,0.24651972157772617
Singapore Sling,6,6.0,2.2390610584717487,0.675,0.1125,0.3014656511692965
Slippery Nipple,2,2.0,1.0467578124999999,0.38,0.19,0.36302571183341426
Sloe Gin Cocktail,3,2.06,3.7355,1.014,0.49223300970873785,0.2714496051398742
Smashed Watermelon Margarita,7,13.77,3.5098115723327727,0.6000000000000001,0.04357298474945535,0.17094934803044542
Smut,4,2.49,0.834692543431904,0.046200000000000005,0.01855421686746988,0.05534972171914352
Snake Bite (UK),2,16.0,0.20271186440677966,0.4,0.025,1.9732441471571909
Snakebite and Black,3,17.0,1.2027118644067796,0.55,0.03235294117647059,0.4572998872604285
Snowball,4,15.0,1.1926875000000001,0.255,0.017,0.2138028611853482
Snowday,6,3.24,4.5873448355663715,0.758,0.2339506172839506,0.1652371964983126
Sol Y Sombra,2,3.0,1.3940000000000001,0.7499999999999999,0.24999999999999997,0.5380200860832136
Space Odyssey,6,7.5,2.0654237288135593,1.2000000000000002,0.16000000000000003,0.5809945839487938
Spanish chocolate,4,19.34,2.266064973499378,0.0,0.0,0.0
Spice 75,6,14.409999999999998,2.6677950411880698,2.9476,0.2045523941707148,1.1048824795353553
Spiced Peach Punch,6,72.74,2.595547992142172,0.0,0.0,0.0
Spritz,3,3.58,1.598596320000504,0.4865999999999999,0.13592178770949717,0.3043920431393502
Spritz Veneziano,3,4.38,1.598596320000504,0.4865999999999999,0.1110958904109589,0.3043920431393502
Stinger,2,2.0,1.3940000000000001,0.5999999999999999,0.29999999999999993,0.4304160688665709
Stone Sour,3,3.0,0.6117118644067797,0.35,0.11666666666666665,0.5721648056302124
Strawberry Daiquiri,5,3.67,1.8567118644067797,0.4,0.10899182561307903,0.21543461194384095
Strawberry Lemonade,4,13.1,1.2400000000000002,0.0,0.0,0.0
Strawberry Margarita,6,5.0,3.3651053728718563,0.47500000000000003,0.095,0.14115456943169194
Strawberry Shivers,3,16.67,0.9100000000000001,0.0,0.0,0.0
Sunny Holiday Punch,6,122.4,1.2121557357197317,3.0479999999999996,0.024901960784313722,2.514528381281151
Surf City Lifesaver,4,4.5,3.68,1.425,0.31666666666666665,0.3872282608695652
Swedish Coffee,3,9.52,2.0,0.54,0.05672268907563026,0.27
Sweet Bananas,3,17.5,0.9217578125000001,0.0,0.0,0.0
Sweet Sangria,8,86.8,2.2379806790251244,7.112,0.08193548387096775,3.1778647897434142
Sweet Tooth,2,4.0,1.0617578125,0.44999999999999996,0.11249999999999999,0.42382546631838414
Talos Coffee,2,4.0,1.45,0.44999999999999996,0.11249999999999999,0.31034482758620685
Tennesee Mud,4,17.0,2.0817578125,2.2,0.12941176470588237,1.0567992043983263
Tequila Fizz,5,5.25,2.122687634949401,0.8,0.1523809523809524,0.3768806991797782
Tequila Slammer,2,2.5,0.69437480900416,0.6000000000000001,0.24000000000000005,0.8640866463178468
Tequila Sour,5,3.92,2.17968730900416,0.8,0.20408163265306123,0.3670251217664328
Tequila Sunrise,3,5.0,1.2923991734109397,1.2000000000000002,0.24000000000000005,0.9285057006287951
Tequila Surprise,2,8.01,1.5383935084650764,3.2,0.3995006242197254,2.0800919806225537
Texas Rattlesnake,4,2.7,1.649,0.9750000000000001,0.3611111111111111,0.5912674348089751
Texas Sling,5,3.0,2.623515625,0.35,0.11666666666666665,0.13340877281796254
Thai Coffee,6,8.29,2.817170211421833,0.0,0.0,0.0
Thai Iced Coffee,4,3.5,1.9204640119609164,0.0,0.0,0.0
Thai Iced Tea,5,10.53,1.111175876367696,0.0,0.0,0.0
The Evil Blue Thing,3,3.0,2.5,0.575,0.19166666666666665,0.22999999999999998
The Galah,5,5.75,2.6904237288135593,0.9825000000000002,0.17086956521739133,0.3651841118845876
The Jimmy Conway,3,7.38,1.6727118644067795,0.9295,0.12594850948509484,0.555684466511298
The Last Word,3,3.0,2.1027118644067797,0.3,0.09999999999999999,0.14267290020957601
The Laverstoke,7,7.83,5.7614540655885,0.998,0.12745849297573436,0.17322016085501152
The Philosopher,5,4.04,4.169747125935535,1.103,0.27301980198019804,0.2645244343810245
The Strange Weaver,7,3.59,4.4357118644067794,1.1475,0.31963788300835655,0.25869579338726134
Thriller,3,3.5,2.690659657234208,1.1999999999999997,0.3428571428571428,0.4459872867137376
Tia-Maria,5,24.34,2.4087061994609167,3.2,0.1314708299096138,1.3285140382484921
Tipperary,3,3.5,2.7699999999999996,1.0250000000000001,0.29285714285714287,0.3700361010830326
Tom Collins,6,8.17,2.1010668939925785,1.0,0.12239902080783353,0.4759486729619244
Tomato Tang,3,16.77,1.0841299282744759,0.0,0.0,0.0
Tommy's Margarita,3,3.0300000000000002,1.2923991734109397,0.6080000000000001,0.20066006600660066,0.4704428883185895
Turf Cocktail,5,2.15,4.9442061994609166,0.666,0.3097674418604651,0.13470311979961844
Turkeyball,3,1.95,2.20271186440678,0.5125,0.26282051282051283,0.23266774392120648
Tuxedo Cocktail,6,4.12,5.9442061994609166,0.997,0.24199029126213592,0.16772634840467318
Valencia Cocktail,3,2.04,2.24421186440678,0.5409999999999999,0.2651960784313725,0.24106458422231195
Vampiro,6,4.59,2.3765291016854153,0.8119999999999999,0.17690631808278867,0.3416747556022504
Van Vleet,3,5.0,1.1327118644067797,1.2000000000000002,0.24000000000000005,1.0594044590752656
Vermouth Cassis,3,3.25,2.2820610584717484,0.33749999999999997,0.10384615384615384,0.1478926248476529
Vesper,3,2.79,2.164844835566371,1.264,0.45304659498207883,0.583875564305425
Vesuvio,5,3.17,3.3556009615384617,0.47500000000000003,0.1498422712933754,0.1415543759357561
Veteran,2,2.5,0.894,0.9750000000000001,0.39,1.0906040268456376
Victor,3,2.5,2.382,1.0,0.4,0.41981528127623846
Victory Collins,5,8.17,1.4572685643799304,0.6000000000000001,0.07343941248470014,0.41172918614030546
Vodka And Tonic,2,3.0,1.0778865022330377,0.8,0.26666666666666666,0.7421931700069114
Vodka Fizz,5,8.0,1.4530207119340672,0.8,0.1,0.5505771483017243
Vodka Lemon,4,8.56,0.8425566999731507,0.676,0.07897196261682243,0.8023198913753125
Vodka Martini,3,3.25,1.921844835566371,0.7125000000000001,0.21923076923076928,0.37073752615935046
Vodka Russian,2,3.0,0.42653233556637105,0.8,0.26666666666666666,1.8755905081328006
Vodka Slime,3,11.0,0.5292441999731508,0.9,0.08181818181818182,1.7005382393338617
Vodka Tonic,3,5.23,1.4078865022330378,0.54,0.10325047801147227,0.38355364522886626
Waikiki Beachcomber,3,2.0,1.8907118644067797,0.4875,0.24375,0.25783939328743544
Whiskey Sour,5,3.83,2.09,0.8,0.20887728459530028,0.38277511961722493
Whisky Mac,2,2.5,2.5879477928274284,1.1999999999999997,0.47999999999999987,0.46368787010535306
White Lady,3,3.04,1.8907118644067797,0.8265,0.271875,0.43713694061962133
White Russian,3,4.0,1.453602648066371,0.9500000000000001,0.23750000000000002,0.6535486167858325
White Wine Sangria,7,48.86,2.0840088512991772,5.379,0.11009005321326237,2.5810830873615127
Whitecap Margarita,4,13.5,0.8421569859109397,0.8,0.05925925925925926,0.9499416538528864
Wine Cooler,3,11.0,0.35598067902512437,0.28,0.025454545454545455,0.7865595424077446
Wine Punch,5,46.4,1.1687169078386836,3.556,0.07663793103448276,3.042652995049191
Winter Paloma,5,5.19,2.273817237278636,1.2000000000000002,0.23121387283236997,0.5277469008178475
Winter Rita,6,3.69,3.258817237278636,0.7130000000000001,0.19322493224932252,0.21879103615991982
Yellow Bird,4,2.54,2.70271186440678,0.6998,0.27551181102362204,0.258925122287721
Yoghurt Cooler,3,17.0,0.40975781250000004,0.0,0.0,0.0
Zambeer,3,15.5,1.0376874999999999,0.5700000000000001,0.0367741935483871,0.5492983195807988
Zenmeister,2,1.0,0.9416875,0.175,0.175,0.18583659653547485
Ziemes Martini Apfelsaft,2,6.76,1.3027118644067797,0.2025,0.02995562130177515,0.15544496487119439
Zima Blaster,2,15.0,1.12,1.05,0.07,0.9375
Zimadori Zinger,2,13.5,1.12,0.8250000000000001,0.061111111111111116,0.7366071428571428
Zinger,2,12.0,0.4286875,0.0,0.0,0.0
Zipperhead,3,4.0,1.4739058940381198,0.8250000000000001,0.20625000000000002,0.5597372283651801
Zippy's Revenge,3,8.0,1.6027118644067797,1.1,0.1375,0.686336717428088
Zizi Coin-coin,4,6.87,1.4507118644067796,0.2535,0.03689956331877729,0.17474179829890646
Zoksel,7,6.5,1.56875,0.19999999999999998,0.030769230769230767,0.12749003984063742
Zombie,7,4.51,5.02021186440678,1.6680000000000001,0.3698447893569845,0.3322568937430894
