strIngredient1
vodka
gin
rum
tequila
scotch
absolut kurant
absolut peppar
absolut vodka
advocaat
aejo rum
aftershock
agave syrup
ale
allspice
almond flavoring
almond
amaretto
angelica root
angostura bitters
anis
anise
anisette
aperol
apfelkorn
apple brandy
apple cider
apple juice
apple schnapps
apple
applejack
apricot brandy
apricot nectar
apricot
aquavit
asafoetida
añejo rum
bacardi limon
bacardi
baileys irish cream
banana liqueur
banana rum
banana syrup
banana
barenjager
basil
beef stock
beer
benedictine
berries
bitter lemon
bitters
black pepper
black rum
black sambuca
blackberries
blackberry brandy
blackberry schnapps
blackcurrant cordial
blackcurrant schnapps
blackcurrant squash
blended whiskey
blue curacao
blue maui
blueberries
blueberry schnapps
bourbon
brandy
brown sugar
butter
butterscotch schnapps
cachaca
calvados
campari
canadian whisky
candy
cantaloupe
caramel coloring
carbonated soft drink
carbonated water
cardamom
cayenne pepper
celery salt
celery
chambord raspberry liqueur
champagne
cherries
cherry brandy
cherry cola
cherry grenadine
cherry heering
cherry juice
cherry liqueur
cherry
chocolate ice-cream
chocolate liqueur
chocolate milk
chocolate syrup
chocolate
cider
cinnamon schnapps
cinnamon
citrus vodka
clamato juice
cloves
club soda
coca-cola
cocktail onion
cocoa powder
coconut cream
coconut liqueur
coconut milk
coconut rum
coconut syrup
coffee brandy
coffee liqueur
coffee
cognac
cointreau
cola
cold water
condensed milk
coriander
corn syrup
cornstarch
corona
cranberries
cranberry juice
cranberry liqueur
cranberry vodka
cream of coconut
cream sherry
cream soda
cream
creme de almond
creme de banane
creme de cacao
creme de cassis
creme de noyaux
creme fraiche
crown royal
crystal light
cucumber
cumin powder
cumin seed
curacao
cynar
daiquiri mix
dark chocolate
dark creme de cacao
dark rum
dark soy sauce
demerara sugar
dr. pepper
drambuie
dried oregano
dry vermouth
dubonnet blanc
dubonnet rouge
egg white
egg yolk
egg
eggnog
erin cream
espresso
everclear
fanta
fennel seeds
firewater
flaked almonds
food coloring
forbidden fruit
frangelico
fresca
fresh basil
fresh lemon juice
fruit juice
fruit punch
fruit
galliano
garlic sauce
gatorade
ginger ale
ginger beer
ginger
glycerine
godiva liqueur
gold rum
gold tequila
goldschlager
grain alcohol
grand marnier
granulated sugar
grape juice
grape soda
grapefruit juice
grapes
green chartreuse
green creme de menthe
green ginger wine
green olives
grenadine
ground ginger
guava juice
guinness stout
guinness
half-and-half
hawaiian punch
hazelnut liqueur
heavy cream
honey
hooch
hot chocolate
hot damn
hot sauce
hpnotiq
ice-cream
ice
iced tea
irish cream
irish whiskey
jack daniels
jello
jelly
jagermeister
jim beam
johnnie walker
kahlua
key largo schnapps
kirschwasser
kiwi liqueur
kiwi
kool-aid
kummel
lager
lemon juice
lemon peel
lemon soda
lemon vodka
lemon-lime soda
lemon-lime
lemon
lemonade
licorice root
light cream
light rum
lillet
lime juice cordial
lime juice
lime liqueur
lime peel
lime vodka
lime
limeade
madeira
malibu rum
mandarin
mandarine napoleon
mango
maple syrup
maraschino cherry juice
maraschino cherry
maraschino liqueur
margarita mix
marjoram leaves
marshmallows
maui
melon liqueur
melon vodka
mezcal
midori melon liqueur
midori
milk
mint syrup
mint
mountain dew
nutmeg
olive oil
olive
onion
orange bitters
orange curacao
orange juice
orange liqueur
orange peel
orange rum
orange soda
orange spiral
orange vodka
orange
oreo cookie
orgeat syrup
ouzo
oyster sauce
papaya juice
papaya
parfait amour
passion fruit juice
passion fruit syrup
passoa
peach brandy
peach juice
peach liqueur
peach nectar
peach schnapps
peach vodka
peach
peachtree schnapps
peanut oil
pepper
peppermint extract
peppermint schnapps
pepsi cola
pernod
peychaud bitters
pina colada mix
pineapple juice
pineapple rum
pineapple vodka
pineapple-orange-banana juice
pineapple
pink lemonade
pisang ambon
pisco
plain chocolate
plain flour
plums
port
powdered sugar
purple passion
raisins
raspberry cordial
raspberry jam
raspberry juice
raspberry liqueur
raspberry schnapps
raspberry syrup
raspberry vodka
red chile flakes
red chili flakes
red hot chili flakes
red wine
rhubarb
ricard
rock salt
root beer schnapps
root beer
roses sweetened lime juice
rosewater
rumple minze
rye whiskey
sake
salt
sambuca
sarsaparilla
schnapps
schweppes lemon
schweppes russchian
sherbet
sherry
sirup of roses
sloe gin
soda water
sour apple pucker
sour mix
southern comfort
soy milk
soy sauce
soya milk
soya sauce
spiced rum
sprite
squeezed orange
squirt
strawberries
strawberry juice
strawberry liqueur
strawberry schnapps
strawberry syrup
sugar syrup
sugar
sunny delight
surge
swedish punsch
sweet and sour
sweet cream
sweet vermouth
tabasco sauce
tang
tawny port
tea
tennessee whiskey
tequila rose
tia maria
tomato juice
tomato
tonic water
triple sec
tropicana
tuaca
